Genotype Germplasm Treatment Compartment Block Plot fASV113 fASV149 fASV249 fASV115 fASV159 fASV122 fASV154 fASV537 fASV97 fASV145 fASV126 fASV476 fASV44 fASV269 fASV216 fASV180 fASV300 fASV215 fASV121 fASV123 fASV280 fASV236 fASV242 fASV339 fASV297 fASV293 fASV95 fASV3 fASV70 fASV60 fASV12 fASV94 fASV316 fASV395 fASV176 fASV186 fASV125 fASV329 fASV11 fASV21 fASV19 fASV455 fASV311 fASV68 fASV34 fASV148 fASV417 fASV499 fASV62 fASV36 fASV588 fASV196 fASV88 fASV197 fASV224 fASV559 fASV273 fASV65 fASV35 fASV228 fASV323 fASV509 fASV508 fASV105 fASV120 fASV128 fASV26 fASV810 fASV510 fASV327 fASV378 fASV112 fASV590 fASV257 fASV255 fASV337 fASV291 fASV84 fASV158 fASV100 fASV99 fASV325 fASV246 fASV310 fASV391 fASV23 fASV163 fASV178 fASV248 fASV464 fASV367 fASV517 fASV374 fASV37 fASV22 fASV57 fASV39 fASV25 fASV49 fASV9 fASV31 fASV78 fASV42 fASV183 fASV422 fASV411 fASV41 fASV331 fASV440 fASV165 fASV187 fASV58 fASV80 fASV271 fASV147 fASV332 fASV160 fASV106 fASV111 fASV140 fASV185 fASV127 fASV91 fASV376 fASV67 fASV222 fASV138 fASV87 fASV24 fASV86 fASV76 fASV119 fASV598 fASV90 fASV166 fASV245 fASV136 fASV13 fASV167 fASV10 fASV77 fASV29 fASV45 fASV436 fASV43 fASV102 fASV66 fASV153 fASV109 fASV162 fASV64 fASV50 fASV239 fASV320 fASV71 fASV130 fASV15 fASV17 fASV85 fASV6 fASV53 fASV81 fASV114 fASV135 fASV124 fASV150 fASV506 fASV108 fASV152 fASV101 fASV20 fASV7 fASV243 fASV8 fASV5 fASV2 fASV1 fASV485 fASV319 fASV371 fASV220 fASV74 fASV375 fASV14 fASV93 fASV400 fASV170 fASV288 fASV258 fASV386 fASV451 fASV569 fASV301 fASV98 fASV191 fASV214 fASV203 fASV175 fASV267 fASV318 fASV270 fASV61 fASV322 fASV40 fASV30 fASV27 fASV103 fASV155 fASV59 fASV16 fASV82 fASV380 fASV104 fASV523 fASV131 fASV32 fASV28 fASV192 fASV268 fASV206 fASV349 fASV359 fASV360 fASV252 fASV33 fASV139 fASV223 fASV189 fASV132 fASV4 fASV47 fASV213 fASV56 fASV194 fASV157 fASV96 fASV202 fASV79 fASV18 fASV83 fASV231 fASV72 fASV55 fASV46 fASV173 fASV69 fASV305 fASV133
CK_S105_1 X105 Inbred_line CK Rhizosphere 1 P05 45 41 4 26 11 5 46 0 110 0 24 5 0 16 0 18 0 73 21 31 0 6 0 0 0 0 12 3326 32 0 212 0 0 0 7 0 0 0 160 37 50 0 3 0 5 15 0 0 0 66 0 0 120 15 0 0 0 0 239 0 0 0 0 0 0 28 358 0 0 9 4 0 2 17 5 5 0 2 17 42 28 0 0 0 0 4772 157 0 15 3 0 2 0 0 0 0 6 0 0 89 0 0 3 0 0 2 347 15 0 20 29 0 0 20 11 0 0 0 7 2 0 0 0 5 0 12 9 0 488 0 24 0 0 98 17 0 35 4326 11 170 0 107 8 11 45 0 14 0 47 0 127 10439 0 0 0 13 697 421 24 62 74 0 53 13 0 0 5 39 0 0 0 694 0 319 2053 235 35255 0 4 0 0 84 9 1141 77 5 2 0 0 0 2 5 20 79 28 13 50 0 25 0 9 5 0 158 0 56 0 33 0 431 9 0 19 0 14 122 19 26 0 0 0 0 3 0 527 0 22 0 0 1424 206 11 127 40 31 41 13 46 72 49 0 0 0 153 23 7 0 0
CK_S105_2 X105 Inbred_line CK Rhizosphere 2 P05 0 8 0 5 0 4 20 0 76 0 9 4 9 8 0 0 0 0 0 28 0 0 4 0 19 0 86 2272 357 217 1050 81 0 0 7 0 2 4 129 55 75 0 7 0 21 3 0 0 12 27 0 0 27 0 0 0 0 10 42 7 0 0 0 8 0 15 177 0 0 2 0 0 0 0 5 0 0 1243 12 30 7 0 0 0 0 91 0 12 0 0 0 0 3 229 158 0 0 0 0 10430 127 0 116 0 0 0 0 4 0 16 0 4 0 0 3 0 0 0 0 5 0 0 0 5 0 0 0 0 261 114 26 0 0 53 9 0 21 837 11 1328 7 56 0 7 62 0 47 0 0 0 0 81 0 0 36 28 396 265 0 2872 350 62 29 28 27 13 0 34 0 7 186 24422 0 2121 8533 12330 29427 0 5 0 0 0 0 489 34 0 0 0 0 0 0 0 0 18 0 0 0 5 0 3 0 99 0 183 0 427 8 0 7 277 6 0 9 0 0 52 41 15 0 0 0 0 0 0 184 5 0 0 0 1025 49 0 34 0 19 20 0 108 8467 40 0 0 0 14 7 12 0 4
CK_S105_3 X105 Inbred_line CK Rhizosphere 3 P05 0 0 0 36 11 0 40 0 22 0 0 0 15 0 0 0 0 0 15 0 0 6 0 0 0 0 10 215 0 0 202 0 0 0 0 0 0 0 22 10 14 0 0 0 4 0 0 0 9 26 0 0 13 0 0 0 0 0 88 0 0 0 2 0 0 10 179 0 0 0 0 15 0 5 7 0 0 3 0 16 7 0 0 0 0 213 0 0 0 0 0 0 0 0 0 0 0 0 0 12407 84 27 64 0 0 0 0 0 0 33 0 0 4 0 12 2 0 6 0 2 0 0 0 0 7 0 120 0 146 1095 102 0 0 31 0 132 0 245 8 2942 7 34 0 0 265 0 24 0 7 0 42 158 0 23 45 52 715 835 28 3062 127 0 13 34 63 29 0 0 16 0 3 521 0 312 1508 28426 55808 0 0 0 0 0 0 471 24 0 3 0 0 0 0 0 3 19 0 0 0 13 0 0 4 85 0 10 4 332 21 0 0 144 4 0 13 18 0 331 73 13 0 0 0 0 0 0 140 0 8 0 0 464 34 0 22 3 6 17 4 22 55 143 0 8 5 32 12 3 2 15
CK_S106_1 X106 Inbred_line CK Rhizosphere 1 P05 0 148 5 0 8 0 73 0 179 0 44 0 0 35 0 0 0 8 452 0 14 0 0 0 8 22 108 750 36 0 253 0 0 0 21 2 0 0 206 49 164 0 9 0 12 10 0 0 11 289 0 0 219 0 51 13 0 2 678 5 8 2 0 0 6 45 604 0 0 27 0 47 0 33 29 19 0 0 27 120 164 159 0 0 0 5656 0 15 126 7 25 0 3 0 0 0 4 0 0 23 0 6 0 0 8 8 0 48 0 126 30 0 0 0 28 0 16 2 24 34 0 0 0 6 0 0 6 0 425 0 37 24 0 179 29 0 38 2736 20 2844 0 14 0 8 48 49 7 24 0 0 34 361 0 0 12 35 1674 1496 118 280 241 0 83 26 0 7 5 34 0 0 240 1056 33 59 45 23 3792 0 0 4 7 213 0 2267 98 12 11 6 0 6 8 6 57 115 58 24 38 68 81 0 26 4 0 51 3 133 33 60 0 462 4 0 118 0 0 1472 0 0 22 4 5 0 7 0 866 0 10 0 0 4365 489 0 177 25 3 67 33 86 73 62 0 0 0 13 7 18 0 9
CK_S106_2 X106 Inbred_line CK Rhizosphere 2 P05 27 0 0 0 0 0 9 0 40 0 0 0 42 0 5 4 8 0 17 0 0 0 10 0 8 0 21 2444 0 58 657 64 0 0 2 0 0 0 99 62 77 0 0 0 3 5 0 0 9 24 0 0 0 25 0 0 0 10 58 0 0 0 0 0 0 0 104 0 0 2 0 0 0 2 0 5 0 14 0 12 0 0 0 0 0 157 0 9 0 0 0 0 0 233 159 0 0 0 0 1848 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 6 0 0 134 12 23 0 0 39 9 0 6 258 0 10099 18 50 0 0 34 0 25 0 0 7 9 24 0 0 17 70 1000 719 24 237 176 4 13 21 15 0 0 6 0 0 7 579 0 1913 451 4858 72231 0 4 0 0 0 12 366 22 0 0 0 0 0 0 0 0 13 13 0 0 0 0 0 3 132 0 77 2 25 0 31 0 124 0 0 5 0 0 183 0 5 0 0 0 0 0 0 134 16 0 0 0 454 31 0 19 0 4 8 0 28 4209 0 0 0 7 32 4 105 8 6
CK_S106_3 X106 Inbred_line CK Rhizosphere 3 P05 77 0 3 0 0 0 17 0 52 0 0 0 28 4 0 0 0 0 0 8 0 22 36 0 0 13 204 969 0 0 170 0 0 3 0 0 4 0 131 46 27 0 0 0 14 7 0 0 28 49 0 0 0 39 0 0 0 2 846 0 0 0 0 0 0 42 856 0 0 2 9 92 0 0 4 12 0 0 9 14 95 0 0 0 0 184 0 12 0 0 4 0 0 0 0 0 0 0 0 8506 81 33 61 0 0 0 2 0 0 16 27 0 0 0 15 0 0 0 4 0 8 0 0 0 0 0 31 0 294 16 142 0 0 36 6 0 8 172 14 627 13 56 0 0 79 0 81 0 10 0 172 137 0 0 238 0 675 1105 53 1463 65 0 16 0 0 0 0 0 15 43 0 867 0 394 507 16740 68087 0 0 0 0 0 0 341 22 0 5 0 0 0 0 0 0 35 0 0 0 19 0 0 2 0 0 16 7 292 15 0 0 577 0 0 10 0 0 54 21 0 39 0 5 0 0 25 296 0 13 0 0 3794 85 0 94 11 15 58 34 24 58 0 21 19 0 8 9 0 0 12
CK_S107_1 X107 Inbred_line CK Rhizosphere 1 P08 24 0 0 10 5 0 22 0 57 0 23 0 0 10 0 0 0 0 21 0 0 4 8 0 0 0 20 199 0 0 257 0 0 3 5 14 0 0 251 37 43 0 3 20 35 5 0 0 17 44 0 4 73 40 36 6 0 0 267 0 5 0 0 7 0 34 359 0 4 0 5 0 0 29 2 12 0 0 8 32 43 24 0 0 0 1569 42 6 15 0 0 0 0 0 34 0 0 5 0 175 551 232 292 0 3 3 21 11 0 34 36 0 0 0 19 0 0 6 18 0 13 0 0 2 0 0 7 0 161 0 48 0 0 91 11 0 20 1285 11 524 0 1471 7 0 109 0 41 0 340 0 23 194 0 0 383 439 5988 3221 620 42 496 28 40 0 0 0 0 0 86 0 36 4997 10 113 0 0 18319 0 6 3 12 0 0 700 38 4 15 4 0 3 0 2 16 58 9 14 50 0 0 0 17 12 0 87 0 70 50 0 0 196 9 0 17 0 0 0 65 0 26 0 8 2 0 35 2074 0 19 0 0 2983 192 0 124 5 10 47 0 49 45 17 0 0 0 23 20 31 10 10
CK_S107_2 X107 Inbred_line CK Rhizosphere 2 P08 85 0 10 14 0 0 29 0 89 62 25 0 60 20 0 11 0 0 35 63 0 0 8 0 35 0 190 5666 31 90 394 82 0 5 16 0 4 0 169 140 124 0 5 34 12 3 3 0 16 65 0 0 0 0 50 0 0 30 225 0 0 0 0 0 10 20 391 0 0 0 0 0 0 9 9 0 0 14 12 52 20 0 13 0 0 717 63 11 0 3 0 22 2 0 15 0 0 0 0 123 5 0 0 0 15 0 73 4 0 5 35 693 0 0 262 0 0 0 0 15 0 0 0 13 4 5 0 0 271 376 224 0 6 132 15 0 41 301 10 9201 0 128 0 5 59 0 36 0 0 16 34 70 0 0 84 0 268 998 0 215 27 0 48 0 27 0 0 9 0 19 0 1272 0 2832 1604 16861 66773 0 7 3 0 0 0 517 36 0 2 0 6 0 0 0 4 57 36 0 0 18 0 8 15 124 0 104 13 93 12 0 0 211 18 0 13 0 0 59 30 0 0 0 0 4 0 16 238 24 0 0 0 1247 69 0 55 3 24 15 3 30 894 36 0 0 0 21 10 8 12 0
CK_S107_3 X107 Inbred_line CK Rhizosphere 3 P08 0 14 0 7 2 0 27 0 0 0 38 0 49 4 0 0 0 0 0 0 0 5 4 0 0 9 46 2542 147 0 494 0 0 0 0 0 0 0 34 19 30 3 4 0 0 0 0 0 7 28 0 0 10 0 0 0 0 0 41 0 2 0 0 27 0 7 175 0 0 0 0 2 0 0 0 0 0 0 12 43 24 0 28 0 0 448 0 0 0 0 8 0 0 0 0 0 0 0 0 14932 0 0 0 0 0 2 0 4 0 0 26 0 0 0 0 9 0 0 0 0 4 0 0 0 0 0 31 0 91 7 78 0 0 32 0 0 18 372 0 1822 13 71 0 4 87 0 0 0 7 0 21 65 0 0 1222 47 612 221 48 4331 91 6 21 0 40 0 0 43 0 17 0 12227 0 141 9084 11469 23872 0 3 0 0 0 0 653 33 0 8 0 0 0 0 0 6 20 0 0 0 17 0 0 0 18 0 12 3 55 5 0 0 96 7 0 0 5 0 31 0 0 0 0 0 0 0 11 139 0 0 0 0 892 37 10 26 0 8 13 0 105 63 27 0 9 0 8 6 0 0 21
CK_S108_1 X108 Inbred_line CK Rhizosphere 1 P05 0 16 0 15 9 0 14 0 53 0 31 0 0 0 0 0 0 11 15 13 0 9 6 0 0 0 12 496 0 0 62 0 0 0 7 0 0 0 65 26 24 0 2 0 51 2 0 0 0 61 0 0 48 0 0 0 0 0 99 0 0 0 0 0 7 14 468 0 0 0 0 7 0 9 0 0 0 0 0 22 21 0 0 0 0 753 53 5 10 0 0 8 2 0 5 0 0 0 0 151 137 45 62 0 6 0 4 8 0 20 0 0 0 0 4 0 2 3 0 0 6 0 3 2 0 0 0 0 85 0 10 0 0 32 5 0 11 1178 0 464 0 11 0 0 13 0 10 0 0 0 20 40 0 0 8 0 581 518 0 12 112 0 24 0 0 0 0 12 0 0 9 52003 0 24 0 109 3884 0 0 0 0 0 0 298 22 7 0 0 0 0 0 0 7 34 0 0 0 0 37 0 5 0 0 27 0 79 20 0 0 239 0 0 14 0 0 106 0 0 0 0 0 5 0 0 295 23 0 0 0 1220 57 0 112 4 24 22 0 75 18 22 0 0 0 63 5 24 0 8
CK_S108_2 X108 Inbred_line CK Rhizosphere 2 P05 16 0 0 10 0 0 34 0 51 0 28 6 33 0 16 0 11 0 20 19 0 0 0 0 0 0 113 9177 28 125 570 54 6 0 0 0 2 0 62 59 72 3 7 27 13 16 0 0 0 19 0 0 0 73 0 0 0 18 141 0 3 0 0 53 0 20 247 0 0 0 8 40 0 0 0 0 0 228 13 25 13 0 0 0 0 372 0 12 9 4 0 0 2 43 0 0 0 0 0 553 0 0 6 0 5 0 0 0 0 45 10 0 0 0 4 0 0 0 0 0 0 0 0 0 33 0 61 0 105 253 15 0 0 71 17 0 39 352 19 13652 3 1665 4 0 147 0 1739 0 116 264 35 241 0 0 507 17 526 468 0 1286 133 0 29 764 17 0 0 32 55 0 11 1359 10 3630 3664 29458 6700 0 8 0 11 0 0 848 30 0 2 0 0 0 0 0 9 34 26 0 0 0 0 2 8 228 0 50 19 60 0 0 33 108 0 0 0 9 0 55 0 10 0 0 0 0 0 0 223 8 0 34 0 530 115 0 71 9 29 13 0 29 4034 56 43 0 2 0 3 32 12 3
CK_S108_3 X108 Inbred_line CK Rhizosphere 3 P05 0 10 0 0 2 0 25 0 15 0 15 0 14 0 0 0 0 6 0 7 0 0 0 0 0 0 41 331 0 0 95 0 0 0 6 0 0 0 41 13 25 0 0 7 0 6 0 0 0 9 0 0 17 0 0 0 0 0 44 0 0 3 2 0 0 13 140 0 0 0 0 0 0 0 0 0 0 0 49 95 0 0 0 0 0 211 0 0 0 0 0 0 0 0 0 0 0 0 0 10376 0 0 6 0 0 0 9 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 127 5 21 0 83 8 79 0 0 34 0 7 14 1649 13 591 48 37 0 0 112 0 12 0 14 0 126 55 0 3 55 0 1063 1126 0 3730 101 5 21 0 31 0 0 13 0 7 0 38778 0 230 1652 15711 32366 0 2 0 0 0 0 903 33 4 0 0 3 0 0 0 3 14 0 0 0 0 25 0 5 15 0 6 0 153 10 0 0 726 6 0 7 0 13 87 151 0 0 0 0 0 0 0 160 0 0 0 0 565 42 15 26 9 8 30 9 27 96 6 0 8 16 6 0 4 0 30
CK_S109_1 X109 Hybrid CK Rhizosphere 1 P08 33 0 0 18 7 0 9 0 34 0 56 4 0 0 0 26 0 0 26 37 0 3 0 0 0 0 122 408 85 0 157 0 0 2 12 0 0 0 218 41 69 4 2 6 0 3 0 0 8 116 0 0 96 26 0 0 0 0 175 0 7 0 5 135 0 17 411 0 0 4 8 0 0 16 5 0 0 10 19 17 35 0 0 0 0 653 45 17 8 0 0 0 0 0 0 0 8 0 0 7 0 2 0 0 0 0 0 7 0 20 26 0 7 0 6 0 0 0 24 44 0 0 0 3 0 0 0 0 4085 0 52 0 0 63 18 0 30 1107 27 514 0 28 0 0 142 0 15 0 23 0 16 98 0 0 16 477 1023 2042 94 35 121 0 39 0 0 0 7 91 0 0 0 1387 0 2609 83 2515 23142 3 0 0 0 308 0 796 65 6 6 0 5 4 0 0 9 40 14 0 44 0 0 7 3 3 0 32 0 39 10 0 0 95 5 0 11 0 0 217 0 0 19 0 0 0 0 0 241 41 0 0 0 2331 262 0 54 4 8 15 6 27 20 34 0 0 0 33 15 14 9 6
CK_S109_2 X109 Hybrid CK Rhizosphere 2 P08 32 0 0 0 0 0 23 0 50 0 23 0 14 24 0 40 19 0 41 16 0 0 0 0 0 0 325 5761 124 0 1051 53 18 3 7 0 5 0 324 670 353 0 6 0 15 7 2 0 39 96 0 0 37 26 0 4 0 23 182 0 0 0 0 0 0 23 292 0 0 0 7 5 0 0 2 0 0 1094 14 23 27 0 14 0 0 311 0 18 0 4 0 0 0 0 0 6 0 0 0 4122 0 0 4 0 0 2 0 3 69 51 182 0 0 0 11 3 58 0 6 10 0 0 0 3 0 22 0 0 580 11 46 0 0 77 17 3 36 2655 17 3793 0 65 0 0 68 0 23 0 18 0 22 113 0 0 10 43 220 1585 349 115 294 0 67 0 35 36 0 86 0 0 0 39876 16 189 124 10381 5880 0 5 0 23 0 0 721 47 6 4 0 4 0 0 3 10 38 18 0 0 18 0 0 0 1830 0 420 0 120 10 0 0 767 5 0 0 12 0 58 0 16 0 3 0 0 0 0 299 0 0 0 0 859 58 0 55 0 33 20 18 51 4521 21 0 0 0 0 8 4 0 4
CK_S109_3 X109 Hybrid CK Rhizosphere 3 P08 6 0 0 11 0 0 8 0 7 0 0 0 8 10 0 0 0 0 0 0 0 0 0 0 0 0 2 266 0 0 49 0 0 0 0 0 0 0 30 27 14 0 3 25 13 3 0 0 4 13 0 0 13 0 0 0 0 0 32 0 0 0 0 0 0 7 93 0 0 0 0 4 0 0 0 0 0 11 0 10 15 0 0 0 0 100 0 0 0 0 0 0 0 0 5 0 0 0 0 1381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 8866 67 62 0 0 9 0 0 5 62 3 393 7 30 0 0 28 0 58 0 3 0 11 31 0 0 17 0 297 232 25 415 27 0 0 0 0 0 0 0 0 0 0 2354 0 3105 1885 43674 35677 0 0 0 2 0 0 174 11 0 2 0 0 0 0 0 0 7 0 0 0 0 0 0 3 3 0 8 4 35 5 0 0 135 0 0 0 0 0 79 0 0 0 0 0 0 0 18 79 0 0 25 0 348 22 0 13 0 3 13 4 0 27 6 0 4 11 0 3 0 0 21
CK_S11_1 X11 Landrace CK Rhizosphere 1 P05 21 0 0 20 693 0 31 0 133 17 37 6 14 0 11 4 12 127 81 0 15 15 158 0 22 5 249 2453 80 0 699 0 0 12 9 0 5 0 374 118 153 0 3 0 8 5 0 0 6 88 0 0 218 48 0 0 0 55 404 7 6 5 0 11 0 70 792 0 7 8 14 0 0 50 42 10 0 0 53 56 232 0 10 0 0 2019 54 18 50 0 0 0 2 0 6 0 0 39 0 642 5 0 0 0 0 3 30 33 0 26 33 0 0 0 9 20 0 57 9 15 0 4 0 2 0 25 118 0 965 0 27 0 0 92 19 0 46 2905 18 294 0 1113 0 0 178 0 908 0 0 37 28 124 0 0 47 34 2410 1004 22 6070 796 0 76 76 19 0 55 52 54 8 0 1476 15 1067 178 1121 31820 0 8 0 6 171 0 3270 187 9 3 8 6 3 0 6 13 98 33 25 31 46 23 3 14 0 0 45 0 74 101 0 21 2677 13 0 23 0 0 181 20 23 0 0 0 0 0 0 409 74 0 0 0 2494 141 7 157 14 14 35 14 74 272 57 0 0 0 377 46 7 0 0
CK_S11_2 X11 Landrace CK Rhizosphere 2 P05 20 0 0 16 0 0 23 0 38 0 13 0 103 0 0 0 0 7 9 13 0 7 7 0 5 0 20 684 0 0 191 0 0 0 3 0 4 0 179 104 200 0 3 0 50 5 4 0 9 13 0 0 23 0 0 0 0 9 67 0 0 5 0 41 0 12 101 0 0 0 0 7 0 0 5 11 0 7 10 14 11 0 0 0 0 55 0 48 0 0 0 4 0 11 0 0 0 0 0 6706 188 164 0 0 0 0 0 0 0 12 0 0 0 0 3 0 0 0 6 0 0 0 0 0 0 4 48 450 126 0 26 13 0 27 16 0 11 694 5 364 0 94 148 0 392 153 17 0 0 0 12 31 0 4 277 0 379 292 23 701 94 113 24 10 790 663 0 118 30 7 3 51039 0 653 1723 14657 8066 0 0 0 5 0 0 539 24 0 2 0 0 3 3 0 3 12 8 0 0 0 0 0 2 59 0 69 0 220 0 170 75 22825 317 0 10 0 72 83 0 14 0 3 9 0 18 0 195 16 0 0 0 881 80 17 56 7 20 15 14 59 123 18 0 4 0 71 8 14 6 26
CK_S11_3 X11 Landrace CK Rhizosphere 3 P05 13 0 0 0 0 0 14 0 0 0 28 0 130 0 0 12 0 0 17 0 0 0 0 0 0 0 43 499 0 38 158 0 0 0 0 0 2 0 33 15 25 0 49 10 0 2 0 0 0 22 0 8 498 0 0 0 0 0 46 6 0 0 0 0 0 15 157 0 0 0 0 0 0 2 4 18 0 42 0 41 6 0 0 0 0 90 0 0 0 0 0 0 3 0 0 0 0 0 0 3251 18 0 0 0 3 0 0 7 0 15 0 0 0 0 0 2 0 0 0 2 0 0 0 4 0 0 7 864 89 202 10 0 0 22 13 0 6 129 0 882 0 314 38 0 94 0 58 0 0 0 128 97 0 65 28 56 667 1023 17 1588 49 29 13 0 25 27 0 12 0 65 40 1276 0 310 628 7940 82182 0 5 0 0 64 0 293 27 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 4 0 78 4 62 5 0 20 97 0 0 0 0 0 84 525 0 0 0 0 0 0 0 144 0 0 0 0 757 55 6 24 0 7 6 0 19 377 44 16 0 64 10 0 0 2 3
CK_S110_1 X110 Hybrid CK Rhizosphere 1 P11 16 0 5 42 5 0 12 0 29 0 17 0 0 0 0 7 28 0 19 0 0 0 0 0 4 0 11 149 41 0 28 0 0 0 6 17 0 0 315 66 52 0 0 25 0 2 0 0 8 74 2 0 50 0 0 0 0 5 133 0 0 0 0 0 19 12 162 0 0 3 0 0 0 26 6 0 0 0 9 10 11 0 0 0 0 342 0 9 11 0 0 0 2 2 0 0 0 0 0 46 26 0 0 0 0 2 3 4 0 10 8 0 0 28 4 0 0 0 13 0 6 0 7 0 0 14 0 0 247 8 10 0 0 51 16 0 10 406 3 150 0 24 0 0 28 0 11 6 0 0 44 83 0 0 2986 13 752 523 38 53 178 0 25 7 0 0 0 14 0 0 0 24538 9 58 0 77 18568 0 0 0 8 0 0 407 22 5 3 0 0 0 0 0 6 25 23 10 23 0 0 0 8 0 0 39 0 35 29 0 0 82 4 0 8 0 0 0 0 0 12 0 0 0 0 0 254 0 0 0 0 2008 72 0 76 0 2 13 0 106 10 29 0 0 0 15 7 17 0 4
CK_S110_2 X110 Hybrid CK Rhizosphere 2 P11 0 46 0 13 5 0 14 0 43 0 0 0 4 4 0 29 0 0 0 14 0 3 0 0 12 0 22 1473 30 0 674 62 0 0 6 0 3 0 275 229 167 2 8 0 28 0 0 0 6 84 0 6 17 0 0 0 0 21 192 2 0 0 0 0 0 16 386 0 0 0 0 5 0 8 6 15 0 171 22 0 9 0 0 0 0 540 0 11 5 0 0 0 0 0 953 948 0 0 0 75 711 0 653 0 0 0 6 0 0 29 21 28 22 0 11 12 0 0 0 12 0 0 5 0 0 0 0 0 590 0 30 0 0 57 34 0 12 331 17 17924 8 26 0 0 60 0 19 0 0 0 14 46 0 114 5 10 4081 727 0 913 58 0 37 0 40 30 3 29 0 0 0 2211 0 181 48 1031 42564 0 3 0 2 0 0 681 47 0 0 0 0 0 0 0 0 33 0 0 0 0 20 0 8 80 0 2165 0 86 34 0 0 269 4 0 8 0 0 59 0 0 0 0 0 0 0 0 315 41 0 37 0 937 112 0 42 0 17 13 5 58 239 20 0 0 0 0 9 0 7 0
CK_S110_3 X110 Hybrid CK Rhizosphere 3 P11 0 0 10 9 0 0 16 0 0 0 20 0 58 0 0 0 0 0 26 0 0 0 0 0 0 0 6 390 0 0 235 0 0 0 6 0 0 0 46 40 47 0 0 0 0 43 3 0 60 15 0 0 22 0 0 0 0 9 120 0 0 0 0 0 0 4 105 0 3 2 0 0 0 2 2 0 0 0 15 0 96 0 0 0 0 133 0 2 2 0 0 0 0 0 388 0 0 0 0 642 4 0 0 0 2 0 882 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 13 156 0 0 28 0 0 14 339 8 704 3 114 0 0 61 0 58 0 6 0 9 89 0 0 60 0 971 638 32 2148 60 0 10 0 21 0 0 28 0 191 7 3245 13 970 677 26144 32264 0 0 0 3 0 0 679 20 0 0 0 0 0 0 0 3 4 0 0 7 0 0 0 0 9 0 27 18 67 8 0 0 306 19 0 0 0 0 85 0 0 0 0 0 0 0 10 152 0 0 177 0 1453 132 0 48 6 0 18 0 18 45 11 0 8 0 31 0 0 0 24
CK_S111_1 X111 Hybrid CK Rhizosphere 1 P11 25 14 5 50 29 0 22 0 78 0 29 0 0 0 0 5 0 0 22 15 0 0 0 0 5 0 34 256 42 0 446 0 0 0 3 2 2 0 111 27 63 0 2 0 9 5 0 0 0 111 2 0 374 84 0 7 0 0 276 0 3 0 0 0 4 23 377 0 0 4 0 0 0 36 34 7 0 4 15 31 29 0 35 0 0 1135 0 9 11 6 0 0 4 0 3 0 0 0 0 11514 0 0 7 0 0 4 3 20 0 57 35 0 0 0 13 5 3 0 7 0 0 0 0 3 0 13 0 0 1548 0 35 0 0 112 12 0 34 27561 22 871 0 11 0 8 236 131 20 0 10 0 14 91 0 0 21 12 813 519 88 35 39 0 35 0 0 0 4 70 36 0 0 2453 0 76 0 20 759 0 5 7 0 86 0 1310 71 5 5 0 3 0 0 0 6 67 0 45 36 22 0 0 11 27 0 42 0 54 39 0 0 153 0 0 17 0 0 113 19 11 0 0 5 0 3 0 483 0 23 0 0 1205 230 0 142 11 17 15 8 119 40 90 0 0 0 26 17 5 0 6
CK_S111_2 X111 Hybrid CK Rhizosphere 2 P11 0 31 0 9 0 0 40 0 72 41 36 0 20 7 0 13 0 5 0 46 0 5 4 80 14 0 13 13396 40 1583 1088 7487 31 6 0 0 3 0 183 157 94 0 6 0 7 15 0 0 21 82 0 0 40 35 0 4 0 37 696 0 6 0 0 0 0 12 444 0 0 0 0 0 0 6 12 8 0 45 24 38 17 0 0 0 0 712 0 10 4 0 13 0 0 0 75 0 0 0 0 69 4 0 0 0 0 7 2 0 0 22 40 0 0 0 10 0 0 0 5 4 0 0 0 9 0 12 0 0 1307 23 31 0 0 76 50 0 41 2443 22 12873 0 49 0 10 70 0 13 0 28 0 0 78 0 0 12 15 388 320 22 5177 36 0 60 39 0 34 7 470 0 0 0 627 27 2650 82 3256 13549 0 11 3 5 0 0 1375 50 5 0 0 3 0 0 0 0 57 8 0 0 28 0 0 10 163 44 1449 0 46 24 0 4 151 0 0 0 14 0 67 23 11 0 0 0 2 0 29 320 0 24 63 0 1022 49 0 46 7 25 58 11 52 261 37 0 0 0 9 12 0 0 9
